,Time,Temp. [°C],Cycle Nr.,Well,OD,Row,Col,Color,Strain
196,0.0,30.0,1.0,A5,0.13050000369548798,A,5,#377eb8,mixed
197,0.23247222222222222,30.1,2.0,A5,0.13099999725818634,A,5,#377eb8,mixed
198,0.4649166666666667,30.2,3.0,A5,0.13169999420642853,A,5,#377eb8,mixed
199,0.6973611111111111,30.0,4.0,A5,0.13330000638961792,A,5,#377eb8,mixed
200,0.9908333333333333,30.0,1.0,A5,0.12770000100135803,A,5,#377eb8,mixed
201,1.223277777777778,30.2,2.0,A5,0.13040000200271606,A,5,#377eb8,mixed
202,1.455638888888889,30.1,3.0,A5,0.133200004696846,A,5,#377eb8,mixed
203,1.7777777777777777,30.1,1.0,A5,0.14139999449253082,A,5,#377eb8,mixed
204,2.010222222222222,30.0,2.0,A5,0.14669999480247498,A,5,#377eb8,mixed
205,2.2426944444444445,30.0,3.0,A5,0.15320000052452087,A,5,#377eb8,mixed
206,2.475138888888889,29.9,4.0,A5,0.16140000522136688,A,5,#377eb8,mixed
207,2.786388888888889,30.0,1.0,A5,0.1753000020980835,A,5,#377eb8,mixed
208,3.0188333333333333,30.0,2.0,A5,0.18389999866485596,A,5,#377eb8,mixed
209,3.252111111111111,29.9,3.0,A5,0.19779999554157257,A,5,#377eb8,mixed
210,3.4845555555555556,30.1,4.0,A5,0.21610000729560852,A,5,#377eb8,mixed
211,3.834722222222222,30.2,1.0,A5,0.301800012588501,A,5,#377eb8,mixed
212,4.067222222222222,30.2,2.0,A5,0.3262999951839447,A,5,#377eb8,mixed
213,4.3005555555555555,30.2,3.0,A5,0.3490000069141388,A,5,#377eb8,mixed
214,4.533055555555555,30.1,4.0,A5,0.4050000011920929,A,5,#377eb8,mixed
215,4.941388888888889,30.0,1.0,A5,0.4375,A,5,#377eb8,mixed
216,5.1738333333333335,30.0,2.0,A5,0.4700999855995178,A,5,#377eb8,mixed
217,5.407055555555556,30.1,3.0,A5,0.4661000072956085,A,5,#377eb8,mixed
218,5.639388888888889,30.2,4.0,A5,0.49970000982284546,A,5,#377eb8,mixed
219,5.999444444444444,30.2,1.0,A5,0.524399995803833,A,5,#377eb8,mixed
