,Time,Temp. [°C],Cycle Nr.,Well,OD,Row,Col,Color,Strain
0,0.0,30.1,1.0,A1,0.28029999136924744,A,1,#4daf4a,DH5α-GFP
1,0.2325,30.1,2.0,A1,0.30000001192092896,A,1,#4daf4a,DH5α-GFP
2,0.46502777777777776,30.2,3.0,A1,0.32440000772476196,A,1,#4daf4a,DH5α-GFP
3,0.6975277777777777,30.2,4.0,A1,0.34880000352859497,A,1,#4daf4a,DH5α-GFP
4,1.0013888888888889,30.1,1.0,A1,0.38269999623298645,A,1,#4daf4a,DH5α-GFP
5,1.2338055555555556,30.2,2.0,A1,0.39959999918937683,A,1,#4daf4a,DH5α-GFP
6,1.466222222222222,29.9,3.0,A1,0.4117000102996826,A,1,#4daf4a,DH5α-GFP
7,1.8391666666666666,30.3,1.0,A1,0.4269999861717224,A,1,#4daf4a,DH5α-GFP
8,2.0715833333333333,30.1,2.0,A1,0.4383000135421753,A,1,#4daf4a,DH5α-GFP
9,2.304,30.1,3.0,A1,0.4503999948501587,A,1,#4daf4a,DH5α-GFP
10,2.5372500000000002,30.2,4.0,A1,0.45899999141693115,A,1,#4daf4a,DH5α-GFP
11,2.848611111111111,29.9,1.0,A1,0.4675999879837036,A,1,#4daf4a,DH5α-GFP
12,3.081111111111111,30.0,2.0,A1,0.47909998893737793,A,1,#4daf4a,DH5α-GFP
13,3.3145277777777777,29.9,3.0,A1,0.492000013589859,A,1,#4daf4a,DH5α-GFP
14,3.5470277777777777,30.1,4.0,A1,0.5045999884605408,A,1,#4daf4a,DH5α-GFP
15,3.828333333333333,30.1,1.0,A1,0.5273000001907349,A,1,#4daf4a,DH5α-GFP
16,4.060805555555556,30.2,2.0,A1,0.5354999899864197,A,1,#4daf4a,DH5α-GFP
17,4.2941666666666665,30.0,3.0,A1,0.5472000241279602,A,1,#4daf4a,DH5α-GFP
18,4.526638888888889,30.3,4.0,A1,0.5605999827384949,A,1,#4daf4a,DH5α-GFP
19,4.759111111111111,30.0,5.0,A1,0.5680000185966492,A,1,#4daf4a,DH5α-GFP
20,4.991583333333334,29.9,6.0,A1,0.5735999941825867,A,1,#4daf4a,DH5α-GFP
21,5.275277777777778,30.2,1.0,A1,0.5873000025749207,A,1,#4daf4a,DH5α-GFP
22,5.507750000000001,30.2,2.0,A1,0.5927000045776367,A,1,#4daf4a,DH5α-GFP
23,5.740222222222222,30.0,3.0,A1,0.5960000157356262,A,1,#4daf4a,DH5α-GFP
24,6.038611111111111,30.3,1.0,A1,0.5953999757766724,A,1,#4daf4a,DH5α-GFP
25,6.271027777777778,30.2,2.0,A1,0.5967000126838684,A,1,#4daf4a,DH5α-GFP
26,6.503444444444445,30.1,3.0,A1,0.5968999862670898,A,1,#4daf4a,DH5α-GFP
27,6.8025,29.9,1.0,A1,0.6003999710083008,A,1,#4daf4a,DH5α-GFP
28,0.0,30.1,1.0,A2,0.29019999504089355,A,2,#4daf4a,DH5α-GFP
29,0.2325,30.1,2.0,A2,0.311599999666214,A,2,#4daf4a,DH5α-GFP
30,0.46502777777777776,30.2,3.0,A2,0.3382999897003174,A,2,#4daf4a,DH5α-GFP
31,0.6975277777777777,30.2,4.0,A2,0.365200012922287,A,2,#4daf4a,DH5α-GFP
32,1.0013888888888889,30.1,1.0,A2,0.3896999955177307,A,2,#4daf4a,DH5α-GFP
33,1.2338055555555556,30.2,2.0,A2,0.4092000126838684,A,2,#4daf4a,DH5α-GFP
34,1.466222222222222,29.9,3.0,A2,0.4207000136375427,A,2,#4daf4a,DH5α-GFP
35,1.8391666666666666,30.3,1.0,A2,0.44350001215934753,A,2,#4daf4a,DH5α-GFP
36,2.0715833333333333,30.1,2.0,A2,0.45809999108314514,A,2,#4daf4a,DH5α-GFP
37,2.304,30.1,3.0,A2,0.4726000130176544,A,2,#4daf4a,DH5α-GFP
38,2.5372500000000002,30.2,4.0,A2,0.48399999737739563,A,2,#4daf4a,DH5α-GFP
39,2.848611111111111,29.9,1.0,A2,0.49380001425743103,A,2,#4daf4a,DH5α-GFP
40,3.081111111111111,30.0,2.0,A2,0.506600022315979,A,2,#4daf4a,DH5α-GFP
41,3.3145277777777777,29.9,3.0,A2,0.522599995136261,A,2,#4daf4a,DH5α-GFP
42,3.5470277777777777,30.1,4.0,A2,0.5354999899864197,A,2,#4daf4a,DH5α-GFP
43,3.828333333333333,30.1,1.0,A2,0.5623000264167786,A,2,#4daf4a,DH5α-GFP
44,4.060805555555556,30.2,2.0,A2,0.5723999738693237,A,2,#4daf4a,DH5α-GFP
45,4.2941666666666665,30.0,3.0,A2,0.5841000080108643,A,2,#4daf4a,DH5α-GFP
46,4.526638888888889,30.3,4.0,A2,0.5972999930381775,A,2,#4daf4a,DH5α-GFP
47,4.759111111111111,30.0,5.0,A2,0.6057999730110168,A,2,#4daf4a,DH5α-GFP
48,4.991583333333334,29.9,6.0,A2,0.6155999898910522,A,2,#4daf4a,DH5α-GFP
49,5.275277777777778,30.2,1.0,A2,0.6158999800682068,A,2,#4daf4a,DH5α-GFP
50,5.507750000000001,30.2,2.0,A2,0.6223999857902527,A,2,#4daf4a,DH5α-GFP
51,5.740222222222222,30.0,3.0,A2,0.6261000037193298,A,2,#4daf4a,DH5α-GFP
52,6.038611111111111,30.3,1.0,A2,0.6345999836921692,A,2,#4daf4a,DH5α-GFP
53,6.271027777777778,30.2,2.0,A2,0.635200023651123,A,2,#4daf4a,DH5α-GFP
54,6.503444444444445,30.1,3.0,A2,0.6345999836921692,A,2,#4daf4a,DH5α-GFP
55,6.8025,29.9,1.0,A2,0.6301000118255615,A,2,#4daf4a,DH5α-GFP
56,0.0,30.1,1.0,A3,0.2777999937534332,A,3,#4daf4a,DH5α-GFP
57,0.2325,30.1,2.0,A3,0.29739999771118164,A,3,#4daf4a,DH5α-GFP
58,0.46502777777777776,30.2,3.0,A3,0.31869998574256897,A,3,#4daf4a,DH5α-GFP
59,0.6975277777777777,30.2,4.0,A3,0.3440999984741211,A,3,#4daf4a,DH5α-GFP
60,1.0013888888888889,30.1,1.0,A3,0.3813999891281128,A,3,#4daf4a,DH5α-GFP
61,1.2338055555555556,30.2,2.0,A3,0.4034999907016754,A,3,#4daf4a,DH5α-GFP
62,1.466222222222222,29.9,3.0,A3,0.41839998960494995,A,3,#4daf4a,DH5α-GFP
63,1.8391666666666666,30.3,1.0,A3,0.43689998984336853,A,3,#4daf4a,DH5α-GFP
64,2.0715833333333333,30.1,2.0,A3,0.45350000262260437,A,3,#4daf4a,DH5α-GFP
65,2.304,30.1,3.0,A3,0.4690000116825104,A,3,#4daf4a,DH5α-GFP
66,2.5372500000000002,30.2,4.0,A3,0.48089998960494995,A,3,#4daf4a,DH5α-GFP
67,2.848611111111111,29.9,1.0,A3,0.4894999861717224,A,3,#4daf4a,DH5α-GFP
68,3.081111111111111,30.0,2.0,A3,0.5045999884605408,A,3,#4daf4a,DH5α-GFP
69,3.3145277777777777,29.9,3.0,A3,0.519599974155426,A,3,#4daf4a,DH5α-GFP
70,3.5470277777777777,30.1,4.0,A3,0.5327000021934509,A,3,#4daf4a,DH5α-GFP
71,3.828333333333333,30.1,1.0,A3,0.5702999830245972,A,3,#4daf4a,DH5α-GFP
72,4.060805555555556,30.2,2.0,A3,0.5795000195503235,A,3,#4daf4a,DH5α-GFP
73,4.2941666666666665,30.0,3.0,A3,0.5946000218391418,A,3,#4daf4a,DH5α-GFP
74,4.526638888888889,30.3,4.0,A3,0.6054999828338623,A,3,#4daf4a,DH5α-GFP
75,4.759111111111111,30.0,5.0,A3,0.6128000020980835,A,3,#4daf4a,DH5α-GFP
76,4.991583333333334,29.9,6.0,A3,0.6193000078201294,A,3,#4daf4a,DH5α-GFP
77,5.275277777777778,30.2,1.0,A3,0.6280999779701233,A,3,#4daf4a,DH5α-GFP
78,5.507750000000001,30.2,2.0,A3,0.632099986076355,A,3,#4daf4a,DH5α-GFP
